id,athlete_id,games_id,event_id,coach_id,medal_id,result_value,result_unit,is_record_holder,notes
4367,4367,4,16,13,2,182.115,seconds,No,National Record
4368,4368,18,70,21,1,292.556,kg,No,National Record
4369,4369,8,264,13,1,374.316,seconds,No,Final Appearance
4370,4370,19,4,6,2,7130.876,seconds,No,Final Appearance
4371,4371,35,115,26,1,1.935,points,No,Equipment issue
4372,4372,13,233,22,1,7.86,points,No,Technical violation
4373,4373,10,28,19,1,4857.914,seconds,No,Season Best
4374,4374,36,94,20,1,68.801,points,No,Equipment issue
4375,4375,22,261,28,4,168.712,seconds,No,Photo-finish silver
4376,4376,4,131,14,1,14.869,points,No,Youngest competitor
4377,4377,25,312,16,1,564.293,seconds,No,Disqualified (false start)
4378,4378,5,44,14,4,44.973,points,No,Weather-affected
4379,4379,20,229,26,4,62.707,points,No,-
4380,4380,4,163,12,1,139.549,seconds,No,Personal Best
4381,4381,34,42,11,1,203.933,seconds,Olympic Record,Photo-finish silver
4382,4382,16,41,8,4,39.891,points,No,Youngest competitor
4383,4383,4,291,15,1,4992.597,seconds,World Record,-
4384,4384,4,162,1,1,42.739,seconds,No,National Record
4385,4385,16,278,14,2,360.458,seconds,No,-
4386,4386,15,178,4,3,3.465,sets,No,Oldest medalist
4387,4387,11,219,24,1,61.733,seconds,No,Olympic Debut
4388,4388,28,85,26,1,101.176,metres,No,Comeback after injury
4389,4389,10,4,25,1,5630.096,seconds,No,Disqualified (false start)
4390,4390,37,23,14,4,322.518,points,No,-
4391,4391,25,13,28,1,303.437,kg,No,Weather-affected
4392,4392,34,300,21,1,91.557,points,No,Equipment issue
4393,4393,11,153,16,2,132.333,seconds,No,Final Appearance
4394,4394,29,42,3,1,175.62,seconds,No,Personal Best
4395,4395,7,71,12,1,36.154,points,No,Equipment issue
4396,4396,12,262,1,1,150.937,points,No,-
4397,4397,14,101,16,1,382.513,seconds,No,Oldest medalist
4398,4398,9,68,6,1,12.379,points,No,Photo-finish silver
4399,4399,16,29,16,1,13.96,goals,No,Youngest competitor
4400,4400,34,140,16,2,110.635,metres,No,-
4401,4401,13,224,5,1,869.079,seconds,No,Oldest medalist
4402,4402,18,205,14,4,543.363,seconds,No,Weather-affected
4403,4403,9,274,27,1,42.225,seconds,No,Disqualified (false start)
4404,4404,35,78,13,1,176.783,points,No,-
4405,4405,14,173,20,1,14.587,points,No,Disqualified (false start)
4406,4406,16,155,11,1,856.894,seconds,No,Technical violation
4407,4407,5,149,5,1,1.055,ippon,No,Olympic Debut
4408,4408,22,160,2,1,734.009,seconds,No,Season Best
4409,4409,11,11,7,3,149.083,seconds,No,Final Appearance
4410,4410,18,47,23,1,468.74,seconds,No,Season Best
4411,4411,31,82,26,1,5.446,goals,No,-
4412,4412,19,299,27,4,404.766,seconds,No,Disqualified (false start)
4413,4413,10,91,8,3,263.075,points,No,-
4414,4414,19,284,8,1,7410.782,seconds,No,-
4415,4415,27,76,2,2,3.73,goals,No,-
4416,4416,15,189,16,1,325.794,seconds,No,Final Appearance
4417,4417,9,71,21,1,32.046,points,No,Final Appearance
4418,4418,17,148,12,1,301.462,seconds,No,Comeback after injury
4419,4419,13,88,8,1,4.29,points,No,Olympic Debut
4420,4420,13,135,1,1,181.097,kg,No,Disqualified (false start)
4421,4421,35,217,3,1,195.399,seconds,No,-
4422,4422,26,78,23,1,150.458,points,No,-
4423,4423,30,26,20,1,225.151,points,No,Withdrew - injury
4424,4424,14,46,19,1,13.118,goals,No,Youngest competitor
4425,4425,5,119,14,1,12.216,points,No,Olympic Debut
4426,4426,25,44,25,1,30.318,points,No,Equipment issue
4427,4427,25,77,20,1,12.123,touches,No,Weather-affected
4428,4428,2,229,19,1,67.216,points,No,Comeback after injury
4429,4429,2,234,22,1,147.656,seconds,No,Olympic Debut
4430,4430,4,18,21,1,276.912,points,No,First from country
4431,4431,3,159,20,1,11.347,points,World Record,-
4432,4432,14,121,19,1,258.544,kg,No,Photo-finish silver
4433,4433,16,32,4,1,285.662,points,No,Personal Best
4434,4434,25,3,23,4,4.592,sets,No,Withdrew - injury
4435,4435,34,197,16,1,87.453,points,Olympic Record,-
4436,4436,34,239,22,1,6017.799,seconds,No,Withdrew - injury
4437,4437,1,128,26,1,3.036,sets,No,Final Appearance
4438,4438,13,201,17,1,312.649,kg,No,-
4439,4439,22,42,16,1,55.359,seconds,Olympic Record,Record broken next day
4440,4440,5,176,22,1,557.896,seconds,No,Personal Best
4441,4441,27,42,21,1,158.756,seconds,No,National Record
4442,4442,7,17,1,2,18.981,points,No,Comeback after injury
4443,4443,21,275,13,4,100.543,metres,No,Withdrew - injury
4444,4444,21,36,9,1,186.532,seconds,No,-
4445,4445,32,62,3,1,1963.278,seconds,No,Weather-affected
4446,4446,4,270,19,1,91.923,seconds,No,Technical violation
4447,4447,16,17,23,4,41.557,points,World Record,Oldest medalist
4448,4448,18,215,23,3,7.572,ippon,No,Withdrew - injury
4449,4449,9,27,22,2,13.777,points,No,-
4450,4450,7,68,3,1,14.196,points,No,Personal Best
4451,4451,18,290,9,1,11789.931,seconds,No,Oldest medalist
4452,4452,14,232,7,1,14.54,points,No,First from country
4453,4453,29,36,27,3,67.897,seconds,No,Final Appearance
4454,4454,20,140,10,1,90.351,metres,No,-
4455,4455,11,20,26,1,218.365,points,No,National Record
4456,4456,1,70,19,3,265.108,kg,No,-
4457,4457,37,258,2,1,215.396,seconds,No,Season Best
4458,4458,13,32,25,1,4.653,ippon,No,-
4459,4459,28,127,18,1,3511.253,seconds,No,Olympic Debut
4460,4460,6,19,14,3,551.044,seconds,No,Youngest competitor
4461,4461,9,227,25,1,6.559,points,No,Comeback after injury
4462,4462,10,12,9,2,1.827,points,No,-
4463,4463,37,137,11,4,2302.506,seconds,No,-
4464,4464,18,8,21,1,512.09,seconds,No,-
4465,4465,14,13,1,1,467.561,kg,No,-
4466,4466,4,45,20,1,4.432,points,No,Weather-affected
4467,4467,16,87,21,1,347.241,points,No,-
4468,4468,22,86,19,1,76.742,seconds,No,Equipment issue
4469,4469,25,149,25,1,2.673,points,No,-
4470,4470,26,300,2,1,69.474,points,No,Photo-finish silver
4471,4471,3,31,16,1,165.764,seconds,Olympic Record,First from country
4472,4472,20,217,7,2,888.107,seconds,No,Disqualified (false start)
4473,4473,12,301,7,1,2.307,touches,No,-
4474,4474,29,137,6,1,816.309,seconds,No,Equipment issue
4475,4475,7,57,22,1,290.402,points,No,Photo-finish silver
4476,4476,4,176,5,1,534.472,seconds,No,-
4477,4477,33,200,27,1,83.948,metres,No,Technical violation
4478,4478,10,318,14,1,360.025,seconds,No,Season Best
4479,4479,7,91,2,4,259.126,points,No,Final Appearance
4480,4480,13,128,11,1,1.725,sets,World Record,-
4481,4481,13,47,23,1,499.351,seconds,No,National Record
4482,4482,28,63,8,1,720.108,seconds,No,-
4483,4483,32,127,26,1,2544.814,seconds,No,Olympic Debut
4484,4484,6,119,19,1,12.708,points,Olympic Record,-
4485,4485,4,74,1,2,6.691,points,No,-
4486,4486,38,26,5,1,226.282,points,No,First from country
4487,4487,6,19,9,1,363.92,seconds,No,-
4488,4488,6,233,17,1,4.007,points,No,-
4489,4489,18,13,15,1,406.576,kg,No,-
4490,4490,16,168,15,1,264.457,points,No,Personal Best
4491,4491,14,139,19,1,3.658,points,No,-
4492,4492,16,104,15,1,7.1,points,No,-
4493,4493,12,158,28,1,12.679,points,No,National Record
4494,4494,18,21,22,1,3.607,points,No,-
4495,4495,24,115,23,3,7.192,points,No,Disqualified (false start)
4496,4496,26,259,19,1,777.522,seconds,No,Personal Best
4497,4497,29,116,15,1,108.936,metres,No,Equipment issue
4498,4498,15,221,27,2,472.735,seconds,No,Oldest medalist
4499,4499,10,274,10,3,167.446,seconds,No,Comeback after injury
4500,4500,21,113,2,1,3575.639,seconds,No,Final Appearance
4501,4501,24,170,19,1,579.925,seconds,Olympic Record,Youngest competitor
4502,4502,18,74,9,1,5.554,points,No,Equipment issue
4503,4503,32,153,20,1,148.475,seconds,Olympic Record,Final Appearance
4504,4504,33,130,2,1,94.807,seconds,No,-
4505,4505,9,32,23,1,4.128,ippon,No,Olympic Debut
4506,4506,31,36,12,1,106.34,seconds,No,-
4507,4507,3,65,3,1,275.09,seconds,No,First from country
4508,4508,16,90,3,1,1.901,points,World Record,Withdrew - injury
4509,4509,13,271,16,3,333.182,seconds,No,Disqualified (false start)
4510,4510,2,82,26,1,8.419,goals,No,National Record
4511,4511,37,235,20,1,543.482,seconds,No,Olympic Debut
4512,4512,19,4,28,1,5252.494,seconds,No,Disqualified (false start)
4513,4513,19,278,28,4,555.383,seconds,No,National Record
4514,4514,12,29,15,1,0.065,goals,No,First from country
4515,4515,16,140,21,1,255.967,points,No,-
4516,4516,5,29,23,4,5.61,goals,No,Equipment issue
4517,4517,1,151,8,3,5.049,ippon,No,Final Appearance
4518,4518,23,259,17,1,194.997,seconds,No,Personal Best
4519,4519,21,80,22,1,2453.647,seconds,No,-
4520,4520,1,92,13,4,118.969,seconds,No,Oldest medalist
4521,4521,18,12,23,2,7.901,points,No,-
4522,4522,29,58,15,1,7.746,points,No,Disqualified (false start)
4523,4523,29,300,4,1,68.056,points,No,Final Appearance
4524,4524,9,73,23,1,426.215,seconds,Olympic Record,Withdrew - injury
4525,4525,20,3,6,1,247.479,points,No,Final Appearance
4526,4526,2,33,23,1,600.178,seconds,No,-
4527,4527,19,28,8,1,7168.659,seconds,No,Record broken next day
4528,4528,7,41,17,2,28.273,points,No,Youngest competitor
4529,4529,23,56,17,1,78.11,points,No,First from country
4530,4530,19,287,14,2,4727.107,seconds,No,-
4531,4531,13,46,16,2,11.848,goals,No,-
4532,4532,16,12,12,1,4.304,points,No,-
4533,4533,5,32,1,2,6.415,ippon,No,-
4534,4534,6,287,3,1,14189.218,seconds,World Record,Personal Best
4535,4535,16,191,13,1,900.16,seconds,Olympic Record,-
4536,4536,5,164,3,1,448.873,seconds,No,-
4537,4537,23,295,26,1,246.529,seconds,No,Youngest competitor
4538,4538,15,29,3,1,10.184,goals,No,Photo-finish silver
4539,4539,26,207,14,1,132.619,seconds,No,-
4540,4540,3,11,23,1,215.309,seconds,No,-
4541,4541,16,134,10,1,108.375,seconds,No,-
4542,4542,23,54,6,1,3516.78,seconds,No,Technical violation
4543,4543,18,291,17,2,14472.686,seconds,No,-
4544,4544,28,153,9,1,103.809,seconds,No,Oldest medalist
4545,4545,1,90,3,1,2.497,points,No,Season Best
4546,4546,17,58,22,1,3.921,points,No,-
4547,4547,31,35,21,1,183.898,seconds,No,National Record
4548,4548,16,46,15,1,13.567,goals,No,Equipment issue
4549,4549,21,168,5,1,2524.803,seconds,No,Technical violation
4550,4550,18,119,24,1,13.928,points,No,Equipment issue
4551,4551,38,170,13,1,7532.637,seconds,No,-
4552,4552,4,6,19,1,22.943,points,No,-
4553,4553,33,28,14,1,2760.917,seconds,No,-
4554,4554,2,58,8,1,3.796,points,No,Record broken next day
4555,4555,15,227,16,4,10.956,points,No,Record broken next day
4556,4556,27,43,16,1,51.228,points,Olympic Record,-
4557,4557,1,206,13,1,6.681,points,No,Disqualified (false start)
4558,4558,6,185,13,1,3.605,points,No,Final Appearance
4559,4559,36,33,7,1,1403.453,seconds,Olympic Record,Equipment issue
4560,4560,28,76,28,3,0.555,goals,No,Youngest competitor
4561,4561,32,24,18,1,122.087,seconds,No,Youngest competitor
4562,4562,34,58,18,1,10.086,points,No,Final Appearance
4563,4563,5,99,25,1,24.407,points,No,First from country
4564,4564,22,82,4,1,6.153,goals,No,-
4565,4565,17,64,16,3,136.754,seconds,No,-
4566,4566,5,107,27,4,209.981,kg,No,National Record
4567,4567,5,70,28,1,135.828,kg,No,-
4568,4568,7,303,9,1,13.38,points,No,Season Best
4569,4569,5,44,8,1,32.825,points,No,Equipment issue
4570,4570,6,278,6,1,567.552,seconds,No,-
4571,4571,14,166,25,1,266.49,points,No,First from country
4572,4572,32,3,5,1,305.44,points,Olympic Record,Oldest medalist
4573,4573,11,239,23,1,1512.755,seconds,No,Photo-finish silver
4574,4574,7,150,23,2,2.351,points,No,First from country
4575,4575,10,90,23,2,3.121,points,No,-
4576,4576,10,168,22,1,246.283,points,No,-
4577,4577,2,86,1,1,165.443,seconds,No,-
4578,4578,7,22,12,1,3.02,points,No,Oldest medalist
4579,4579,32,35,22,1,110.021,seconds,No,Personal Best
4580,4580,27,54,5,3,1699.268,seconds,No,Oldest medalist
4581,4581,16,174,27,1,3.401,points,No,Photo-finish silver
4582,4582,1,29,26,4,9.266,goals,No,Comeback after injury
4583,4583,21,197,19,1,70.923,points,No,Technical violation
4584,4584,6,45,20,1,8.003,points,No,Equipment issue
4585,4585,25,17,12,1,35.773,points,No,-
4586,4586,7,110,8,2,4161.402,seconds,No,-
4587,4587,14,18,12,4,270.726,points,No,Final Appearance
4588,4588,1,198,3,1,12.507,points,No,National Record
4589,4589,12,174,20,1,5.575,ippon,No,Withdrew - injury
4590,4590,4,29,1,4,1.644,goals,No,-
4591,4591,10,209,20,1,280.31,seconds,No,Olympic Debut
4592,4592,5,28,18,1,7227.357,seconds,No,-
4593,4593,5,124,28,2,537.762,seconds,No,Withdrew - injury
4594,4594,4,144,7,2,12.01,points,No,Photo-finish silver
4595,4595,13,47,22,1,505.311,seconds,No,-
4596,4596,16,101,15,1,321.44,seconds,No,-
4597,4597,17,263,7,1,766.898,seconds,No,Withdrew - injury
4598,4598,25,149,25,1,3.507,points,No,-
4599,4599,11,102,13,1,83.056,seconds,No,-
4600,4600,16,52,25,1,6.816,points,No,-
4601,4601,10,104,21,1,13.381,points,No,First from country
4602,4602,30,20,17,1,205.22,points,Olympic Record,First from country
4603,4603,2,32,23,3,102.948,metres,Olympic Record,Equipment issue
4604,4604,21,294,10,1,7104.406,seconds,No,Comeback after injury
4605,4605,14,124,2,1,464.819,seconds,No,Olympic Debut
4606,4606,19,45,12,1,9.239,points,No,Oldest medalist
4607,4607,15,292,27,1,327.082,seconds,No,-
4608,4608,19,98,3,1,301.363,kg,No,Oldest medalist
4609,4609,13,10,13,4,2.014,points,No,Final Appearance
4610,4610,18,29,3,1,7.34,goals,No,-
4611,4611,6,303,18,1,13.695,points,No,Olympic Debut
4612,4612,31,20,20,1,198.908,seconds,No,Disqualified (false start)
4613,4613,11,20,25,1,65.318,seconds,Olympic Record,Comeback after injury
4614,4614,16,142,10,3,3.741,points,No,Photo-finish silver
4615,4615,12,46,23,1,11.869,goals,No,-
4616,4616,16,92,7,1,4523.095,seconds,No,Personal Best
4617,4617,10,68,21,4,13.045,points,No,Youngest competitor
4618,4618,36,78,5,1,175.077,points,No,Record broken next day
4619,4619,4,109,22,1,429.393,points,No,Season Best
4620,4620,37,36,28,1,153.036,seconds,No,-
4621,4621,15,46,23,1,10.704,goals,No,-
4622,4622,18,150,12,2,4.701,points,No,Season Best
4623,4623,21,313,3,1,714.376,seconds,No,Disqualified (false start)
4624,4624,19,32,6,1,5.289,ippon,No,National Record
4625,4625,8,64,5,2,194.14,seconds,No,Photo-finish silver
4626,4626,25,139,10,3,1.935,points,No,Withdrew - injury
4627,4627,7,1,16,1,533.596,seconds,No,Season Best
4628,4628,5,95,15,2,250.132,seconds,No,Technical violation
4629,4629,14,162,12,2,253.924,seconds,No,-
4630,4630,18,309,5,1,269.459,seconds,No,-
4631,4631,9,204,12,4,299.917,seconds,Olympic Record,Personal Best
4632,4632,13,21,27,4,3.831,points,No,Equipment issue
4633,4633,13,41,24,2,40.193,points,No,Weather-affected
4634,4634,2,96,26,4,1311.377,seconds,No,Oldest medalist
4635,4635,1,178,14,3,2.713,sets,No,Photo-finish silver
4636,4636,21,31,9,1,229.082,seconds,No,-
4637,4637,21,31,5,1,187.585,seconds,No,-
4638,4638,15,22,16,1,3.785,points,No,Youngest competitor
4639,4639,32,115,11,1,1.353,points,No,-
4640,4640,29,177,24,1,111.469,seconds,No,Oldest medalist
4641,4641,1,174,26,1,3.085,ippon,No,Record broken next day
4642,4642,10,318,10,1,396.279,seconds,No,First from country
4643,4643,10,90,6,1,3.913,points,No,-
4644,4644,30,300,26,1,50.006,points,No,Youngest competitor
4645,4645,13,166,3,1,285.0,points,No,-
4646,4646,36,100,24,1,86.212,points,No,Season Best
4647,4647,32,11,6,3,169.068,seconds,No,Weather-affected
4648,4648,12,283,1,1,211.777,points,No,-
4649,4649,25,88,3,1,2.156,points,No,-
4650,4650,25,87,25,1,527.996,points,No,Comeback after injury
4651,4651,7,13,28,1,383.793,kg,No,Olympic Debut
4652,4652,33,245,2,1,375.318,seconds,No,Comeback after injury
4653,4653,38,30,3,1,120.675,seconds,No,-
4654,4654,29,65,8,1,88.855,seconds,No,Season Best
4655,4655,36,207,26,1,92.406,seconds,No,-
4656,4656,16,149,17,1,4.492,ippon,No,-
4657,4657,25,71,26,1,38.504,points,No,First from country
4658,4658,37,115,14,2,7.069,points,Olympic Record,Technical violation
4659,4659,30,35,18,1,76.589,seconds,No,-
4660,4660,15,87,20,1,385.694,points,No,National Record
4661,4661,10,306,20,1,6.258,touches,No,Youngest competitor
4662,4662,25,158,7,1,12.393,points,No,National Record
4663,4663,26,218,8,4,57.242,points,Olympic Record,-
4664,4664,23,42,20,1,191.338,seconds,No,-
4665,4665,21,234,4,1,3512.958,seconds,Olympic Record,Oldest medalist
4666,4666,16,252,18,1,51.147,seconds,No,First from country
4667,4667,17,116,22,1,123.751,metres,No,Comeback after injury
4668,4668,12,29,19,1,14.368,goals,No,Record broken next day
4669,4669,6,120,8,3,229.351,seconds,No,Weather-affected
4670,4670,14,158,2,1,12.811,points,No,First from country
4671,4671,25,276,15,1,462.686,seconds,No,-
4672,4672,22,159,1,2,1.066,points,No,Equipment issue
4673,4673,5,38,15,4,9.001,points,No,Disqualified (false start)
4674,4674,25,46,15,1,11.918,goals,No,Season Best
4675,4675,28,11,12,1,178.783,seconds,No,Record broken next day
4676,4676,11,39,19,1,79.816,points,No,Final Appearance
4677,4677,16,28,18,1,7248.226,seconds,No,Personal Best
4678,4678,13,17,7,1,38.833,points,No,-
4679,4679,38,153,12,1,69.314,seconds,No,Oldest medalist
4680,4680,5,127,13,1,280.842,points,No,-
4681,4681,37,115,25,1,1.697,points,No,Oldest medalist
4682,4682,16,208,21,1,299.691,seconds,No,First from country
4683,4683,12,189,1,4,476.59,seconds,No,Oldest medalist
4684,4684,32,261,15,1,100.768,seconds,No,-
4685,4685,10,283,27,1,194.232,points,No,Record broken next day
4686,4686,23,59,23,1,851.095,seconds,No,Olympic Debut
4687,4687,1,13,3,1,418.051,kg,No,National Record
4688,4688,19,225,21,4,12.982,points,No,National Record
4689,4689,13,303,24,1,14.967,points,No,-
4690,4690,14,6,23,1,8.973,points,No,Weather-affected
4691,4691,35,239,16,1,5763.132,seconds,No,-
4692,4692,10,168,13,2,257.082,points,No,Olympic Debut
4693,4693,31,207,21,3,178.902,seconds,No,Equipment issue
4694,4694,1,279,5,1,2.624,points,No,-
4695,4695,15,135,19,1,371.15,kg,No,Olympic Debut
4696,4696,14,250,25,1,130.98,seconds,No,-
4697,4697,27,140,11,4,109.707,metres,No,-
4698,4698,7,158,4,1,13.432,points,No,-
4699,4699,7,70,4,1,132.254,kg,Olympic Record,-
4700,4700,18,16,13,1,552.651,seconds,No,Season Best
4701,4701,18,44,23,1,21.422,points,No,-
4702,4702,16,309,25,1,96.573,seconds,No,-
4703,4703,4,254,18,3,155.046,points,No,-
4704,4704,38,259,14,1,238.568,seconds,No,-
4705,4705,32,219,24,1,82.535,seconds,No,Comeback after injury
4706,4706,4,163,22,1,849.333,seconds,No,Season Best
4707,4707,35,258,7,2,388.293,seconds,No,Personal Best
4708,4708,5,128,14,4,4.157,sets,No,Equipment issue
4709,4709,25,6,25,4,29.06,points,No,Equipment issue
4710,4710,10,212,23,1,4.178,points,No,Olympic Debut
4711,4711,5,99,28,3,20.498,points,No,Equipment issue
4712,4712,15,254,6,2,207.082,points,No,-
4713,4713,34,257,16,1,373.222,seconds,No,Oldest medalist
4714,4714,7,131,26,1,7.994,points,No,Technical violation
4715,4715,5,30,11,1,5.239,sets,No,Olympic Debut
4716,4716,5,51,12,2,259.053,points,Olympic Record,Comeback after injury
4717,4717,16,119,12,1,12.439,points,No,-
4718,4718,25,149,11,1,4.452,points,No,-
4719,4719,4,14,13,1,13.338,touches,No,-
4720,4720,4,289,16,2,4.173,touches,No,-
4721,4721,21,20,1,1,233.188,points,No,Youngest competitor
4722,4722,5,120,25,3,192.914,seconds,No,-
4723,4723,36,3,25,1,218.348,points,No,Oldest medalist
4724,4724,18,140,3,1,276.827,points,World Record,-
4725,4725,10,104,19,1,5.372,points,No,National Record
4726,4726,13,44,15,1,35.309,points,Olympic Record,National Record
4727,4727,10,226,28,2,250.961,points,No,National Record
4728,4728,22,11,5,3,211.6,seconds,No,First from country
4729,4729,30,129,27,1,764.152,seconds,No,Youngest competitor
4730,4730,14,44,2,1,22.524,points,No,-
4731,4731,19,265,22,2,648.283,seconds,No,Comeback after injury
4732,4732,14,4,16,1,5851.95,seconds,No,Disqualified (false start)
4733,4733,8,31,27,1,231.192,seconds,No,-
4734,4734,14,149,17,4,4.712,ippon,No,Disqualified (false start)
4735,4735,13,144,11,1,16.439,points,No,Final Appearance
4736,4736,33,140,19,1,142.09,metres,No,-
4737,4737,1,121,8,2,137.113,kg,No,Technical violation
4738,4738,7,4,13,1,6725.848,seconds,World Record,Technical violation
4739,4739,8,129,17,1,628.373,seconds,World Record,-
4740,4740,8,102,24,1,276.867,seconds,No,Oldest medalist
4741,4741,15,28,10,1,5118.235,seconds,No,-
4742,4742,19,14,10,1,13.203,touches,No,Photo-finish silver
4743,4743,37,248,11,1,313.375,seconds,No,Technical violation
4744,4744,7,71,12,2,26.13,points,No,Comeback after injury
4745,4745,33,96,23,1,4236.343,seconds,No,Oldest medalist
4746,4746,21,82,1,1,6.587,goals,No,Youngest competitor
